#1		
double ThirdFloor (8761,3) #Simulationszeit, T_air, P_heat		
0	21.00 	0.00 
3600	21.00 	7785.49 
7200	21.00 	6254.55 
10800	21.00 	5472.84 
14400	21.00 	4796.05 
18000	21.00 	4525.78 
21600	21.00 	4667.59 
25200	21.00 	4668.64 
28800	21.00 	4624.77 
32400	21.00 	4745.33 
36000	21.00 	4576.74 
39600	21.00 	4051.31 
43200	21.00 	3602.08 
46800	21.00 	3425.89 
50400	21.00 	3470.79 
54000	21.00 	3543.59 
57600	21.00 	4014.55 
61200	21.00 	4366.25 
64800	21.00 	4683.89 
68400	21.00 	4699.87 
72000	21.00 	4644.91 
75600	21.00 	4885.88 
79200	21.00 	4787.70 
82800	21.00 	4744.44 
86400	21.00 	5068.11 
90000	21.00 	5256.84 
93600	21.00 	5344.72 
97200	21.00 	5430.21 
100800	21.00 	5360.61 
104400	21.00 	5217.38 
108000	21.00 	5302.58 
111600	21.00 	5513.80 
115200	21.00 	5679.29 
118800	21.00 	5957.49 
122400	21.00 	5399.20 
126000	21.00 	1976.01 
129600	21.00 	1615.16 
133200	21.00 	1761.72 
136800	21.00 	2886.86 
140400	21.00 	3406.77 
144000	21.00 	3615.86 
147600	21.00 	3953.59 
151200	21.00 	4312.63 
154800	21.00 	4503.18 
158400	21.00 	4564.81 
162000	21.00 	4579.74 
165600	21.00 	4153.56 
169200	21.00 	4133.88 
172800	21.00 	4515.48 
176400	21.00 	4666.31 
180000	21.00 	4627.77 
183600	21.00 	4596.11 
187200	21.00 	4542.42 
190800	21.00 	4597.53 
194400	21.00 	4711.80 
198000	21.00 	4668.98 
201600	21.00 	4812.09 
205200	21.00 	5882.66 
208800	21.00 	6273.41 
212400	21.00 	4974.32 
216000	21.00 	2434.11 
219600	21.05 	963.83 
223200	21.12 	994.96 
226800	21.19 	638.21 
230400	21.12 	3333.26 
234000	21.00 	4687.06 
237600	21.00 	4866.92 
241200	21.00 	4596.87 
244800	21.00 	5341.70 
248400	21.00 	7235.30 
252000	21.00 	7148.51 
255600	21.00 	7141.18 
259200	21.00 	7961.89 
262800	21.00 	7883.72 
266400	21.00 	7872.42 
270000	21.00 	8289.99 
273600	21.00 	8270.78 
277200	21.00 	8271.94 
280800	21.00 	8466.12 
284400	21.00 	8358.97 
288000	21.00 	8278.57 
291600	21.00 	8544.94 
295200	21.00 	8390.46 
298800	21.00 	7114.27 
302400	21.00 	5748.98 
306000	21.00 	3832.84 
309600	21.00 	5473.81 
313200	21.00 	4758.28 
316800	21.00 	5526.85 
320400	21.00 	6237.01 
324000	21.00 	7409.53 
327600	21.00 	8005.34 
331200	21.00 	7917.86 
334800	21.00 	8414.84 
338400	21.00 	8441.38 
342000	21.00 	8651.08 
345600	21.00 	9443.58 
349200	21.00 	9858.43 
352800	21.00 	9944.73 
356400	21.00 	10450.86 
360000	21.00 	10655.76 
363600	21.00 	10621.44 
367200	21.00 	10581.77 
370800	21.00 	10184.43 
374400	21.00 	10033.11 
378000	21.00 	10086.11 
381600	21.00 	9316.19 
385200	21.00 	8459.52 
388800	21.00 	6913.10 
392400	21.00 	5359.44 
396000	21.00 	6604.61 
399600	21.00 	6017.80 
403200	21.00 	6860.87 
406800	21.00 	7327.18 
410400	21.00 	7485.78 
414000	21.00 	7359.73 
417600	21.00 	7278.16 
421200	21.00 	7694.44 
424800	21.00 	7855.50 
428400	21.00 	7963.06 
432000	21.00 	8309.01 
435600	21.00 	8335.81 
439200	21.00 	8173.53 
442800	21.00 	8136.75 
446400	21.00 	8055.90 
450000	21.00 	8002.26 
453600	21.00 	8015.48 
457200	21.00 	8015.80 
460800	21.00 	7907.93 
464400	21.00 	7920.15 
468000	21.00 	7751.15 
471600	21.00 	7175.84 
475200	21.00 	6707.00 
478800	21.00 	6505.86 
482400	21.00 	6334.22 
486000	21.00 	6110.78 
489600	21.00 	6635.94 
493200	21.00 	6995.73 
496800	21.00 	7114.57 
500400	21.00 	7178.36 
504000	21.00 	7155.50 
507600	21.00 	7322.71 
511200	21.00 	7230.35 
514800	21.00 	7085.63 
518400	21.00 	7148.24 
522000	21.00 	7148.34 
525600	21.00 	7175.26 
529200	21.00 	7191.55 
532800	21.00 	7138.69 
536400	21.00 	7113.28 
540000	21.00 	7009.36 
543600	21.00 	6911.95 
547200	21.00 	7245.99 
550800	21.00 	7602.81 
554400	21.00 	7475.86 
558000	21.00 	6897.79 
561600	21.00 	6038.00 
565200	21.00 	5605.63 
568800	21.00 	5623.15 
572400	21.00 	4748.15 
576000	21.00 	5368.04 
579600	21.00 	6413.63 
583200	21.00 	6766.01 
586800	21.00 	7150.66 
590400	21.00 	7990.34 
594000	21.00 	8841.47 
597600	21.00 	8545.45 
601200	21.00 	8261.23 
604800	21.00 	8346.07 
608400	21.00 	8240.64 
612000	21.00 	8311.67 
615600	21.00 	8603.01 
619200	21.00 	8916.73 
622800	21.00 	8858.40 
626400	21.00 	8756.61 
630000	21.00 	8807.85 
633600	21.00 	8959.83 
637200	21.00 	9232.38 
640800	21.00 	8641.69 
644400	21.00 	5640.48 
648000	21.00 	4677.49 
651600	21.00 	4917.74 
655200	21.00 	6655.40 
658800	21.00 	6139.17 
662400	21.00 	6982.24 
666000	21.00 	7960.13 
669600	21.00 	8294.88 
673200	21.00 	8348.54 
676800	21.00 	8456.14 
680400	21.00 	8579.67 
684000	21.00 	8151.94 
687600	21.00 	7983.15 
691200	21.00 	8301.96 
694800	21.00 	8561.35 
698400	21.00 	8785.44 
702000	21.00 	9006.53 
705600	21.00 	8994.19 
709200	21.00 	9052.49 
712800	21.00 	9163.10 
716400	21.00 	9082.63 
720000	21.00 	8931.09 
723600	21.00 	8876.99 
727200	21.00 	8707.72 
730800	21.00 	8294.37 
734400	21.00 	7791.63 
738000	21.00 	6504.85 
741600	21.00 	6462.80 
745200	21.00 	6383.03 
748800	21.00 	7199.79 
752400	21.00 	7903.20 
756000	21.00 	8685.62 
759600	21.00 	9162.17 
763200	21.00 	9627.76 
766800	21.00 	10130.75 
770400	21.00 	9675.40 
774000	21.00 	9550.78 
777600	21.00 	9679.42 
781200	21.00 	9679.92 
784800	21.00 	9815.41 
788400	21.00 	10055.75 
792000	21.00 	9983.53 
795600	21.00 	9831.99 
799200	21.00 	9825.61 
802800	21.00 	9766.23 
806400	21.00 	9713.06 
