T_Außen;Q_Solar;Q_intern;Q_Transmission;Q_Lüftung;Q_Heizen/Kühlen;Raumtemperatur;Raumtemperatur;Te_gl.Mittel;Q_el_need;Q_el_prod;Q_storage;Q_selfuse;Q_feed-in;Q_from-grid;CO2-Konzentration;Raumfeuchte;Nutzung;Monat;Tag im Monat;Stunde am Tag;Tag im Jahr;Stunde im Jahr;I_glob
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;24;6;83;1974;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;24;7;83;1975;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;24;8;83;1976;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;9;83;1977;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;10;83;1978;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;11;83;1979;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;12;83;1980;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;24;13;83;1981;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;14;83;1982;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;15;83;1983;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;16;83;1984;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;17;83;1985;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;24;18;83;1986;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;24;19;83;1987;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;20;83;1988;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;21;83;1989;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;22;83;1990;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;23;83;1991;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;24;24;83;1992;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;1;84;1993;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;2;84;1994;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;3;84;1995;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;4;84;1996;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;5;84;1997;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;25;6;84;1998;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;25;7;84;1999;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;25;8;84;2000;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;9;84;2001;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;10;84;2002;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;11;84;2003;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;12;84;2004;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;25;13;84;2005;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;14;84;2006;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;15;84;2007;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;16;84;2008;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;17;84;2009;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;25;18;84;2010;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;25;19;84;2011;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;20;84;2012;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;21;84;2013;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;22;84;2014;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;23;84;2015;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;25;24;84;2016;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;1;85;2017;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;2;85;2018;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;3;85;2019;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;4;85;2020;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;5;85;2021;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;26;6;85;2022;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;26;7;85;2023;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;26;8;85;2024;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;9;85;2025;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;10;85;2026;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;11;85;2027;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;12;85;2028;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;26;13;85;2029;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;14;85;2030;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;15;85;2031;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;16;85;2032;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;17;85;2033;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;26;18;85;2034;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;26;19;85;2035;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;20;85;2036;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;21;85;2037;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;22;85;2038;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;23;85;2039;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;26;24;85;2040;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;1;86;2041;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;2;86;2042;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;3;86;2043;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;4;86;2044;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;5;86;2045;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;27;6;86;2046;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;27;7;86;2047;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;27;8;86;2048;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;9;86;2049;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;10;86;2050;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;11;86;2051;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;12;86;2052;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;27;13;86;2053;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;14;86;2054;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;15;86;2055;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;16;86;2056;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;17;86;2057;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;27;18;86;2058;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;27;19;86;2059;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;20;86;2060;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;21;86;2061;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;22;86;2062;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;23;86;2063;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;27;24;86;2064;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;1;87;2065;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;2;87;2066;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;3;87;2067;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;4;87;2068;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;5;87;2069;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;28;6;87;2070;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;28;7;87;2071;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;28;8;87;2072;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;9;87;2073;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;10;87;2074;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;11;87;2075;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;12;87;2076;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;28;13;87;2077;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;14;87;2078;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;15;87;2079;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;16;87;2080;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;17;87;2081;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;28;18;87;2082;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;28;19;87;2083;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;20;87;2084;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;21;87;2085;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;22;87;2086;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;23;87;2087;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;28;24;87;2088;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;1;88;2089;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;2;88;2090;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;3;88;2091;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;4;88;2092;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;5;88;2093;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;29;6;88;2094;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;29;7;88;2095;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;29;8;88;2096;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;9;88;2097;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;10;88;2098;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;11;88;2099;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;12;88;2100;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;29;13;88;2101;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;14;88;2102;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;15;88;2103;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;16;88;2104;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;17;88;2105;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;29;18;88;2106;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;29;19;88;2107;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;20;88;2108;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;21;88;2109;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;22;88;2110;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;23;88;2111;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;29;24;88;2112;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;1;89;2113;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;2;89;2114;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;3;89;2115;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;4;89;2116;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;5;89;2117;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;30;6;89;2118;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;30;7;89;2119;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;30;8;89;2120;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;9;89;2121;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;10;89;2122;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;11;89;2123;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;12;89;2124;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;30;13;89;2125;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;14;89;2126;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;15;89;2127;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;16;89;2128;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;17;89;2129;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;30;18;89;2130;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;1;3;30;19;89;2131;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;20;89;2132;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;21;89;2133;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;22;89;2134;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;23;89;2135;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;1;3;30;24;89;2136;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;1;90;2137;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;2;90;2138;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;3;90;2139;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;4;90;2140;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;5;90;2141;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;31;6;90;2142;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;31;7;90;2143;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;31;8;90;2144;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;9;90;2145;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;10;90;2146;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;11;90;2147;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;12;90;2148;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;31;13;90;2149;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;14;90;2150;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;15;90;2151;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;16;90;2152;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;17;90;2153;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;31;18;90;2154;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;3;31;19;90;2155;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;20;90;2156;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;21;90;2157;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;22;90;2158;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;23;90;2159;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;3;31;24;90;2160;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;1;91;2161;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;2;91;2162;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;3;91;2163;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;4;91;2164;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;5;91;2165;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;4;1;6;91;2166;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;4;1;7;91;2167;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;4;1;8;91;2168;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;9;91;2169;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;10;91;2170;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;11;91;2171;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;12;91;2172;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;4;1;13;91;2173;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;14;91;2174;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;15;91;2175;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;16;91;2176;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0;0;0;0;0;0;399,98;58,31;2;4;1;17;91;2177;0
20;-1,98;0,46;1,29;0,17;0;19,09;19,09;20;0,03;0;0;0;0;0,03;399,98;58,31;2;4;1;18;91;2178;0
