#1
double COP (8761,2) #heat pump
0	2.49
3600	2.49
7200	2.49
10800	2.49
14400	2.49
18000	2.49
21600	2.49
25200	2.49
28800	2.49
32400	2.49
36000	2.49
39600	2.49
43200	2.49
46800	2.49
50400	2.49
54000	2.49
57600	2.49
61200	2.49
64800	2.49
68400	2.49
72000	2.49
75600	2.49
79200	2.49
82800	2.49
86400	2.49
90000	2.49
93600	2.49
97200	2.49
100800	2.49
104400	2.49
108000	2.49
111600	2.49
115200	2.49
118800	2.49
122400	2.49
126000	2.49
129600	2.49
133200	2.49
136800	2.49
140400	2.49
144000	2.49
147600	2.49
151200	2.49
154800	2.49
158400	2.49
162000	2.49
165600	2.49
169200	2.49
172800	2.49
176400	2.49
180000	2.49
183600	2.49
187200	2.49
190800	2.49
194400	2.49
198000	2.49
201600	2.49
205200	2.49
208800	2.49
212400	2.49
216000	2.49
219600	2.49
223200	2.49
226800	2.49
230400	2.49
234000	2.49
237600	2.49
241200	2.49
244800	2.49
248400	2.49
252000	2.49
255600	2.49
259200	2.49
262800	2.49
266400	2.49
270000	2.49
273600	2.49
277200	2.49
280800	2.49
284400	2.49
288000	2.49
291600	2.49
295200	2.49
298800	2.49
302400	2.49
306000	2.49
309600	2.49
313200	2.49
316800	2.49
320400	2.49
324000	2.49
327600	2.49
331200	2.49
334800	2.49
338400	2.49
342000	2.49
345600	2.49
349200	2.49
352800	2.49
356400	2.49
360000	2.49
363600	2.49
367200	2.49
370800	2.49
374400	2.49
378000	2.49
381600	2.49
385200	2.49
388800	2.49
392400	2.49
396000	2.49
399600	2.49
403200	2.49
406800	2.49
410400	2.49
414000	2.49
417600	2.49
421200	2.49
424800	2.49
428400	2.49
432000	2.49
435600	2.49
439200	2.49
442800	2.49
446400	2.49
450000	2.49
453600	2.49
457200	2.49
460800	2.49
464400	2.49
468000	2.49
471600	2.49
475200	2.49
478800	2.49
482400	2.49
486000	2.49
489600	2.49
493200	2.49
496800	2.49
500400	2.49
504000	2.49
507600	2.49
